ID	Type	Generation	Formula	InChIKey	SMILES
pkc0007120	Predicted	2	C8H16O3	FGUSHZVNSODYIV-UHFFFAOYSA-N	C=C(O)C(O)CCC(O)CC
pkc0007121	Predicted	2	C26H44O6	UKGJOJDXGXJOSI-GNADVCDUSA-N	C=CC(C)=CCCC(C)(C)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC(C)(C)CCC=C(C)C=C
pkc0007122	Predicted	2	C40H45O34P3	XFGGPNFKVJCITM-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC2C(OC(=O)C(=C)OC3CC(C(=O)O)=CC(OP(=O)(O)O)C3OP(=O)(O)OC3C=C(C(=O)O)CC(OC(=C)C(=O)O)C3O)C=C(C(=O)O)CC2OC(=C)C(=O)O)C1O)C(=O)O
pkc0007123	Predicted	2	C9H9O10P	XMQJVHZAECJUQZ-UHFFFAOYSA-N	C=C(OC(=O)C(=C)OP(=O)(O)OC(=C)C(=O)O)C(=O)O
pkc0007124	Predicted	2	C16H23O16P	HIKKZXKVORHCRI-XIAWOVHHSA-N	C=C(OC1CC(C(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(OP(=O)(O)O)C1(O)O)C(=O)O
pkc0007125	Predicted	2	C37H42O29P2	DTVBWFLBCUWZAY-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC2CC(C(=O)O)=CC(OC(=O)C3=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)O)C3)C2O)=CC(OC(=O)C2=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)O)C2)C1O)C(=O)O
pkc0007126	Predicted	2	C10H10O8	PZEXRRYMAVWZTF-UHFFFAOYSA-N	C=C(CC(=O)O)C(=O)OC(=O)C(=CO)CC(=O)O
pkc0007127	Predicted	2	C23H20O13	ADGJZPRFWXASOD-UHFFFAOYSA-N	C=C(OC(=O)C(=C)OC1C=C(C(=O)O)C=CC1OC(=O)C1=CC(OC(=C)C(=O)O)C(O)C=C1)C(=O)O
pkc0007128	Predicted	2	C16H28O6	XJAUSYSIIUNIRT-WMTCRKINSA-N	C=CC(C)(CCC(O)C(=C)C)O[C@H]1O[C@H](CO)C[C@H](O)[C@H]1O
pkc0007129	Predicted	2	C68H66N8O8	TVDSYKAXIDUAET-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC(=O)C(O)Cc1c(C)c2cc5nc(cc6[nH]c(cc7nc(cc1[nH]2)C(CCC(=O)O)=C7C)c(C)c6C=C)C(C)=C5C=C)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0007130	Predicted	2	C14H22O5	ISGPJEMSJJFHTN-UHFFFAOYSA-N	CC(C)COC(=O)C=COC=CC(=O)OCC(C)C
pkc0007131	Predicted	2	C34H34N4O6	KUELHHKCCZHQRJ-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C(O)O)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0007132	Predicted	2	C40H46O37P4	FRZQFFOXSXDQIV-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OP(=O)(O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2OP(=O)(O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)=CC(OP(=O)(O)OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)O)C1O)C(=O)O
pkc0007133	Predicted	2	C56H86O2	DRDNUNBOCBIVJN-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CC=C4CC(OC5CCC6(C)C(=CC=C7C6CCC6(C)C7CCC6C(C)CCC(=C)C(C)(C)O)C5)CCC4(C)C3CCC21C)C(C)C
pkc0007134	Predicted	2	C28H44O2	XNNFSCUGVQFHNA-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3=O)C(C)C
pkc0007135	Predicted	2	C68H66N8O8	BFNULMRBDCFPCF-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)OC(=O)CCC1=C(C)c2cc5[nH]c(cc6nc(c(O)c7[nH]c(cc1n2)c(CCC(=O)O)c7C)C(C=C)=C6C)c(C=C)c5C)=C4C)c(C)c3C=C
pkc0007136	Predicted	2	C28H46O3	NSBRETSYRGTAGL-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CCC4CC(O)C(O)CC4(CO)C3CCC21C)C(C)C
pkc0007137	Predicted	2	C80H86N8O17	JUGBIKMNUBNQFM-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC1OC(CO)C(O)C(OC2C(O)C(CO)OC(OC(=O)CCc5c(C)c6cc7nc(cc8[nH]c(cc9nc(cc5[nH]6)C(CCC(=O)O)=C9C)c(C)c8C=C)C(C)=C7C=C)C2O)C1O)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0007138	Predicted	2	C20H34O3	ULWYTLDVEZNUSE-UHFFFAOYSA-N	C=CC(=CCCC(C)(C)O)COCC(C=C)=CCCC(C)(C)O
pkc0007139	Predicted	2	C35H58O7	INJJQWOIGREVJJ-YRRKEAMLSA-N	C=C(CCC(C)C1CC(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C2C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)C
pkc0007140	Predicted	2	C28H46O3	UWGVMZHUQUTWJU-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C(O)O
pkc0007141	Predicted	2	C13H15O13P	LMTBIQMRVQWQCP-UHFFFAOYSA-N	C=C(OC1(OC(=C)C(=O)O)CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0007142	Predicted	2	C28H46O	XTBPJIBSDUQXRA-UHFFFAOYSA-N	C=C(CCC(CO)C1CCC2C3=CCC4CCCCC4(C)C3CCC21C)C(C)C
pkc0007143	Predicted	2	C10H10O6	ZCOMSXNBNBOVLO-UHFFFAOYSA-N	C=C(O)C(=O)OC1C=C(C(=O)O)C=CC1O
pkc0007144	Predicted	2	C18H28O21P2	BMGZWRPUWOXGQM-IVBNZKMFSA-N	C=C(OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)C(=C)OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O)C(=O)O
pkc0007145	Predicted	2	C10H14O7	MQEURGVWXMIZDI-UHFFFAOYSA-N	C=C(CC(O)O)C(=O)OC(=O)C(=C)CC(O)O
pkc0007146	Predicted	2	C28H46O3	YNOCKOAVHWGSFK-UHFFFAOYSA-N	C=C(CCC(C)C1C(O)CC2C3=C(CCC21C)C1(C)CC(O)C(O)CC1CC3)C(C)C
pkc0007147	Predicted	2	C20H18O12	SLOLEOCZOGCNTN-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)OC(=O)C2=C(O)C(OC(=C)C(=O)O)C(O)C=C2)C=CC1O)C(=O)O
pkc0007148	Predicted	2	C6H6O3	SMNFIYQVQSLVSI-UHFFFAOYSA-N	OC#CCOC#CCO
pkc0007149	Predicted	2	C32H44O29P2	FPRRDKGWYVTXFH-GNSJBOBFSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1O)C(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0007150	Predicted	2	C28H46O3	APVQCUZSXFDUFN-UHFFFAOYSA-N	C=C(CCC(C)C1CC(O)C2C3=CCC4CC(O)CCC4(C)C3CC(O)C12C)C(C)C
pkc0007151	Predicted	2	C16H24O6	XXUXFSSSZDIDJL-VAZACWIESA-N	C=CC(C)(CC=CC(=C)C)O[C@H]1O[C@H](C=O)[C@@H](O)[C@H](O)[C@H]1O
pkc0007152	Predicted	2	C10H10O6	ZDFUZUVZLSHNDW-UHFFFAOYSA-N	C=C(OC1C=C(C=O)C=C(O)C1O)C(=O)O
pkc0007153	Predicted	2	C29H48O3	MENGZRZMRBBFHD-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1(O)CC3)C(C)(C)O
pkc0007154	Predicted	2	C34H34N4O6	JHQPSTJHVHUMLS-UHFFFAOYSA-N	C=CC1=C(C)C2=NC1=CC1=NC(=CC3(O)NC(=CC4=NC(=C2)C(C)=C4CCC(=O)O)C(CCC(=O)O)=C3C)C(C=CO)=C1C
pkc0007155	Predicted	2	C40H46O37P4	CUMZIZKIDMOZJV-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)OP(=O)(O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)C1O)C(=O)O
pkc0007156	Predicted	2	C11H16O10	YWXDOOGVJJOZGH-IKLRXMNNSA-N	C=C(CC(=O)O)C(=O)O[C@H]1O[C@@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0007157	Predicted	2	C32H44O29P2	QZSJMDCNRSPGHG-GOQXRYMLSA-N	C=C(OC1CC(C(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2OC(=O)C2=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)O)C2)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0007158	Predicted	2	C28H46O3	KZCMQIJMUXQOHY-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C(O)O)C3CCC21C)C(C)C
pkc0007159	Predicted	2	C32H38O21	UPEBAGYBUFVISX-QVZUDOLJSA-N	C=C(OC1C=C(C(=O)O)C=CC1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@@H](OC3C=CC(C(=O)O)=CC3OC(=C)C(=O)O)O[C@H](CO)[C@H]2O)[C@H]1O)C(=O)O
pkc0007160	Predicted	2	C31H40O31P4	OTHKZJHKQCHGPL-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)C1OC1CC(C(=O)O)=CC(OP(=O)(O)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)C1O)C(=O)O
pkc0007161	Predicted	2	C40H44N4O10	YNLQPXDMKLTYPO-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C(=C)OC1OC(CO)C(O)C(O)C1O
pkc0007162	Predicted	2	C28H46O3	LOHSCLLRGDDNIT-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(CO)CCC(O)CC1CC3O)C(C)C
pkc0007163	Predicted	2	C26H28O16	ZBTVJLNXNCRHLA-MUJFCQTISA-N	C=C(OC1C=C(C(=O)OC(=O)C(=C)OC2C=C(C(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=CC2O)C=CC1O)C(=O)O
pkc0007164	Predicted	2	C10H11NO5	JBAITYSHNSSRCE-UHFFFAOYSA-N	NC1C=CC(C=O)=CC1OC(=CO)C(=O)O
pkc0007165	Predicted	2	C26H34O24P2	BNTRHNLGXYYHJT-PLMSZWGVSA-N	C=C(OC1CC(C(=O)OC(=O)C(=C)OC2CC(C(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(OP(=O)(O)O)C2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0007166	Predicted	2	C16H28O7	MFUJUJGSAFSRAA-MUGRSDNVSA-N	C=CC(C)=CCCC(C)(O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0007167	Predicted	2	C20H20N2O11	KLIKBDFLEXAABO-UHFFFAOYSA-N	C=C(OC1C(OC(=O)C(=C)OC2C(O)=C(C(=O)O)C=CC2N)=C(C(=O)O)C=CC1N)C(=O)O
pkc0007168	Predicted	2	C58H94O3	QHDBTHOSYNGHAR-UHFFFAOYSA-N	C=C(CCC(C)C1C(O)CC2C3=C(CCC21C)C1(C)CCC(OC2CC4C5=C(CCC4(C)C2C(C)CCC(=C)C(C)C)C2(C)CCC(O)C(C)C2CC5)C(C)C1CC3)C(C)C
pkc0007169	Predicted	2	C20H18O12	OLZSAWAWDRGAOQ-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)OC(=O)C(=C)OC2C=C(C(=O)O)C=C(O)C2O)C=CC1O)C(=O)O
pkc0007170	Predicted	2	C28H46O3	QTCVPQFWTCHUJJ-UHFFFAOYSA-N	C=C(C(C)C)C(O)CC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21CO
pkc0007171	Predicted	2	C20H20N2O11	LFXKXQKVWHVCFR-UHFFFAOYSA-N	C=C(OC1(OC(=O)C(=C)OC2(O)C=C(C(=O)O)C=CC2N)C=C(C(=O)O)C=CC1N)C(=O)O
pkc0007172	Predicted	2	C35H58O7	QIAXTDSNFFAWCK-SNOTWBHGSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)C(O)CC(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(C)C1CC3)C(C)C
pkc0007173	Predicted	2	C32H54O13	SMXUERYMQXEAOR-SSLZHAMJSA-N	C=CC(C)(CCC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=C)C)OC(C)(C=C)CCC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=C)C
pkc0007174	Predicted	2	C26H40O6	FBNHTBTWCQSUCK-LZSMNQNWSA-N	C=CC(C)(CC=CC(=C)C)OC[C@H]1O[C@H](OC(C)(C=C)CC=CC(=C)C)[C@H](O)[C@@H](O)[C@@H]1O
pkc0007175	Predicted	2	C10H13O10P	ILDLPNQUWCHZDA-UHFFFAOYSA-N	C=C(OC(=O)C1=CC(OP(=O)(O)O)C(O)C(O)C1)C(=O)O
pkc0007176	Predicted	2	C16H14O10	XDTPGXFTQXUMHX-UHFFFAOYSA-N	C=C(OC(=O)C(=C)OC(=O)C(=C)OC1C=C(C(=O)O)C=CC1O)C(=O)O
pkc0007177	Predicted	2	C34H34N4O6	ABRSWRZICCPNNB-UHFFFAOYSA-N	C=CC1=C(C)c2nc1cc1[nH]c(cc3nc(cc4[nH]c(c2O)c(C(=C)O)c4C)C(C)=C3CCC(=O)O)c(CCC(=O)O)c1C
pkc0007178	Predicted	2	C28H46O3	JLDFKWRVEGWOKQ-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(CO)C3CCC21CO)C(C)C
pkc0007179	Predicted	2	C17H22O19P2	GAWVOPYXWVUXSZ-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2(O)O)=CC(OP(=O)(O)O)C1(O)O)C(=O)O
pkc0007180	Predicted	2	C20H24O21P2	BHSSXNREZMRFFT-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(O)(OP(=O)(O)OC(=O)C(=C)OC2CC(C(=O)O)=CC(O)(OP(=O)(O)O)C2O)C1O)C(=O)O
pkc0007181	Predicted	2	C28H46O3	GRDYTPANHOQQEO-UHFFFAOYSA-N	C=C(CCC(C)C1(O)CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3)C(C)(C)O
pkc0007182	Predicted	2	C20H18O13	LSPOUCJXWWUMES-UHFFFAOYSA-N	C=C(OC1(O)C=C(C(=O)OC2(OC(=C)C(=O)O)C=C(C(=O)O)C=CC2O)C=CC1O)C(=O)O
pkc0007183	Predicted	2	C20H20N2O11	POCFCNNSCOQIBE-UHFFFAOYSA-N	C=C(OC1(O)C=C(C(=O)OC(=O)C2=CC(O)(OC(=C)C(=O)O)C(N)C=C2)C=CC1N)C(=O)O
pkc0007184	Predicted	2	C28H44O3	KHSQZBGLVJXECX-UHFFFAOYSA-N	C=C(CCC(C)C1C(O)CC2C3=CC=C4CC(O)CCC4(C)C3CC(O)C21C)C(C)C
pkc0007185	Predicted	2	C28H46O3	IAWKBYMNMCBJMN-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)C(CC3)CC(O)CC1(O)O)C(C)C
pkc0007186	Predicted	2	C28H46O3	PRCHJPFTLVDVQC-UHFFFAOYSA-N	CC(C)C(=CO)CCC(C)C1CCC2C3=CCC4(O)CC(O)CCC4(C)C3CCC21C
pkc0007187	Predicted	2	C32H38O21	ZCJWNTLXJVYBBD-HRZCSFGPSA-N	C=C(OC1C=C(C(=O)O)C=CC1O)C(=O)O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2[C@@H](CO)O[C@H](OC(=O)C(=C)OC3C=C(C(=O)O)C=CC3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
pkc0007188	Predicted	2	C17H20O11	DGWGWVWBMMJKNC-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OC2CC(C(=O)O)=CC(O)C2O)C1O)C(=O)O
pkc0007189	Predicted	2	C20H34O5	ZACKCVBZFYJNBI-UHFFFAOYSA-N	C=CC(C)(O)CC(O)C(OC(C)(C=C)CC(O)C(O)C(=C)C)C(=C)C
pkc0007190	Predicted	2	C56H86O3	DRJMAYKUKXPZGO-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CC(OC3CC4C(=CC=C5CC(O)CCC54C)C4CCC(C(C)CCC(=C)C(C)C)C34C)C21C)C(C)C
pkc0007191	Predicted	2	C40H46O37P4	RYWLIAZUGXKHLE-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC(=O)C2=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)OC3C(OP(=O)(O)O)C=C(C(=O)OP(=O)(O)OC4C=C(C(=O)O)CC(OC(=C)C(=O)O)C4O)CC3OC(=C)C(=O)O)C2)C1O)C(=O)O
pkc0007192	Predicted	2	C28H46O3	ZFZWMIVWZULMJP-UHFFFAOYSA-N	C=C(CCC(C)C1(O)CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)(C)O
pkc0007193	Predicted	2	C20H34O5	YMYHDJVSRHDPJY-UHFFFAOYSA-N	C=C(OC(C)(CC=CC(C)(C)O)C(=C)O)C(C)(O)CC=CC(C)(C)O
pkc0007194	Predicted	2	C29H48O3	MUMYBWHIJZOSBI-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(O)C1CC3O)C(C)C
pkc0007195	Predicted	2	C28H44O3	XUVFGFJTIXOZRZ-UHFFFAOYSA-N	C=C(CCC(CO)C1(O)CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C
pkc0007196	Predicted	2	C10H12O6	ZCFVVQPMBBVLOT-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(O)C1)C(=O)O
pkc0007197	Predicted	2	C26H33O21P	IMZORILWZWLQGP-WYWYWYNOSA-N	C=C(OC1CC(C(=O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0007198	Predicted	2	C20H24O18P2	UANLETZRGXWSQF-UHFFFAOYSA-N	C=C(C=O)OC1CC(C(=O)O)=CC(OP(=O)(O)OC(=O)C2=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)O)C2)C1O
pkc0007199	Predicted	2	C34H34N4O6	WGLYTHGGWRECJN-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C(O)CC(=O)O)C(CCC(=O)O)=C4C)c(CO)c3C=C
pkc0007200	Predicted	2	C22H42O23P4	HBWRTSWBNDPHSD-KCYRHXLLSA-N	C=C(C)CCOP(=O)(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OP(=O)(O)OP(=O)(OCCC(=C)C)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OP(=O)(O)O
pkc0007201	Predicted	2	C33H35O24P	XVIFQWDRBCITPD-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)OC(=C)C(=O)OC3C=C(C(=O)O)CC(OC(=C)C(=O)O)C3O)C2O)C1O)C(=O)O
pkc0007202	Predicted	2	C30H34O25P2	DIIRDOBYORZQKK-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2OP(=O)(O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)C1O)C(=O)O
pkc0007203	Predicted	2	C10H13NO6	YZPKDPCGHKZRMS-UHFFFAOYSA-N	C=C(OC1C(O)=C(C(O)O)C=CC1N)C(=O)O
pkc0007204	Predicted	2	C30H33O22P	WYKVXDLJPOXCOJ-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)=CC(OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)C1O)C(=O)O
pkc0007205	Predicted	2	C28H46O3	WHDOAZAPRBFEOI-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(CO)CC(O)C(O)CC1CC3)C(C)C
pkc0007206	Predicted	2	C18H28O21P2	ZLGUCZJOXGVATM-USEIHAAISA-N	C=C(OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](OC(=O)C(=C)OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)C(=O)O
pkc0007207	Predicted	2	C5H6O6	SICLCIOGKSVBDS-UHFFFAOYSA-N	C=C(C(=O)O)C(O)(O)C(=O)O
pkc0007208	Predicted	2	C20H24O21P2	CONLRDSZUNSESA-UHFFFAOYSA-N	C=C(OC1(O)CC(C(=O)O)=CC(OP(=O)(O)OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2(O)OC(=C)C(=O)O)C1O)C(=O)O
pkc0007209	Predicted	2	C29H48O3	VOKXKVPLMCHLJQ-UHFFFAOYSA-N	CC(C)C(=CO)CCC(C)C1CCC2C3=C(CC(O)C21C)C1(C)CCC(O)C(C)C1CC3
pkc0007210	Predicted	2	C20H24O20P2	LBKAZLVTHZJSLO-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC(=O)C1=CC(OP(=O)(O)O)C(O)C(OC(=CO)C(=O)O)C1)C(=O)O
pkc0007211	Predicted	2	C5H10O8P2	GVPPXROFRAHFFI-UHFFFAOYSA-N	C=C(C)C(=O)COP(=O)(O)OP(=O)(O)O
pkc0007212	Predicted	2	C34H56O7	VCHKCLUPMPKBBJ-HXNDHYTLSA-N	C=C(CCC(C)C1CCC2C3=C(CC(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C21C)C1(C)CCC(O)CC1CC3)C(C)C
pkc0007213	Predicted	2	C58H94O3	FQFIWIORXWIHOG-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2(O)C3=C(CCC12C)C1(C)CCC(OC2CCC4(C)C5=C(CCC4C2C)C2(O)CCC(C(C)CCC(=C)C(C)C)C2(C)CC5)C(C)C1CC3)C(C)C
pkc0007214	Predicted	2	C17H22O16P2	LPZHRGWOGXZIFJ-UHFFFAOYSA-N	C=C(C=O)OC1CC(C(=O)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)=CC(OP(=O)(O)O)C1O
pkc0007215	Predicted	2	C23H26O21P2	PCJYHJRULLDYEP-UHFFFAOYSA-N	C=C(OC(=O)C(=C)OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC(=O)C1=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)O)C1)C(=O)O
pkc0007216	Predicted	2	C10H14O3	XJZWTADESZSNRK-UHFFFAOYSA-N	C=C(C)C1CC(=O)C(C)=CC1(O)O
pkc0007217	Predicted	2	C31H40O31P4	FSFVKXNGHKPFML-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0007218	Predicted	2	C20H24N2O9	WRLKDGDFXIDUDY-UHFFFAOYSA-N	C=C(OC1C=C(C(O)OC(O)C2=CC(OC(=C)C(=O)O)C(N)C=C2)C=CC1N)C(=O)O
pkc0007219	Predicted	2	C10H10O4	KHPAYKUOZWBEAY-UHFFFAOYSA-N	C=C(OC1C=C(C=O)C=CC1)C(=O)O
pkc0007220	Predicted	2	C20H24O21P2	PBWZHIRDYFAJTC-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=C(O)C(OP(=O)(O)OC2C(OC(=C)C(=O)O)CC(C(=O)O)=C(O)C2OP(=O)(O)O)C1O)C(=O)O
pkc0007221	Predicted	2	C58H94O3	IVDDFPIQEWSJJR-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(OC2CCC4(C)C5=C(CC(O)C4C2C)C2CCC(C(C)CCC(=C)C(C)C)C2(C)CC5)C(C)C1C(O)C3)C(C)C
pkc0007222	Predicted	2	C13H17O12P	LWLLYQMMTNBLTO-UHFFFAOYSA-N	C=C(OC(O)C1=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)O)C1)C(=O)O
pkc0007223	Predicted	2	C56H90O3	YKTXDBUMLISILM-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(OC2C(O)CCC4(C)C5=C(CCC24)C2CCC(C(C)CCC(=C)C(C)C)C2(C)CC5)C(O)C1CC3)C(C)C
pkc0007224	Predicted	2	C11H22O11P2	ZSAXDXPDZWPNQF-MGNMXABPSA-N	C=C(C)CCOP(=O)(O[C@H]1O[C@H](CO)[C@@H](O)C[C@H]1O)OP(=O)(O)O
pkc0007225	Predicted	2	C20H34O5	YBIULPULWFBTSH-UHFFFAOYSA-N	C=CC(C)(O)CC=C(O)C(C)(C)OC(C)(C)C(O)=CCC(C)(O)C=C
pkc0007226	Predicted	2	C29H48O3	ZDBZJLWHDMTEBL-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)C(O)CC(O)C(C)C1CC3)C(C)(C)O
pkc0007227	Predicted	2	C34H56O7	BVFSNBNTBBQZHN-GMJPLIKWSA-N	C=C(CCC(CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3)C(C)C
